Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides V-Day1-1	Peptides V-Day1-2	Peptides V-Day1-3	Peptides V-Day2-1	Peptides V-Day2-2	Peptides V-Day2-3	Peptides V-Mock1	Peptides V-Mock2	Peptides V-Mock3	Razor + unique peptides V-Day1-1	Razor + unique peptides V-Day1-2	Razor + unique peptides V-Day1-3	Razor + unique peptides V-Day2-1	Razor + unique peptides V-Day2-2	Razor + unique peptides V-Day2-3	Razor + unique peptides V-Mock1	Razor + unique peptides V-Mock2	Razor + unique peptides V-Mock3	Unique peptides V-Day1-1	Unique peptides V-Day1-2	Unique peptides V-Day1-3	Unique peptides V-Day2-1	Unique peptides V-Day2-2	Unique peptides V-Day2-3	Unique peptides V-Mock1	Unique peptides V-Mock2	Unique peptides V-Mock3	Sequence length	Sequence lengths	Intensity V-Day1-1	Intensity V-Day1-2	Intensity V-Day1-3	Intensity V-Day2-1	Intensity V-Day2-2	Intensity V-Day2-3	Intensity V-Mock1	Intensity V-Mock2	Intensity V-Mock3	LFQ intensity V-Day1-1	LFQ intensity V-Day1-2	LFQ intensity V-Day1-3	LFQ intensity V-Day2-1	LFQ intensity V-Day2-2	LFQ intensity V-Day2-3	LFQ intensity V-Mock1	LFQ intensity V-Mock2	LFQ intensity V-Mock3	Protein IDs	Majority protein IDs
			59	59	59	56.8	56.8	56.8	89.025	0	323.31	5241600000	694	59	59	59	NaN	1	21	36	42	38	53	33	10	10	11	21	36	42	38	53	33	10	10	11	21	36	42	38	53	33	10	10	11	806	806	113650000	425000000	982000000	322680000	2734000000	662190000	679260	577450	749430	23.2781000313522	23.7762555056192	24.2350570965076	23.8071520665444	24.5794011125647	22.6236832686802	19.719051184593	20.0873178020021	20.0585414255819	tr|A0A0D9RA32|A0A0D9RA32_CHLSB	tr|A0A0D9RA32|A0A0D9RA32_CHLSB
			17	3	3	45.9	13.8	13.8	41.29	0	83.797	13447000	9	17	3	3	NaN	1	7	12	15	9	15	12	3	2	3	1	2	3	0	2	1	0	0	0	1	2	3	0	2	1	0	0	0	362	362	407380	4842900	2373600	0	5294700	528350	0	0	0	14.5795516528066	14.8118763783364	15.7519362698665	11.2444381350442	16.4327050033969	14.4891580508316	12.1574081766504	11.8944368717959	11.3964759324852	tr|A0A0D9RA46|A0A0D9RA46_CHLSB	tr|A0A0D9RA46|A0A0D9RA46_CHLSB
			1	1	1	3.3	3.3	3.3	62.594	0.0095618	6.426	2590700	1	1	1	1	NaN	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	545	545	0	0	0	163730	2426900	0	0	0	0	10.7909786987113	11.6416015352292	10.2448351858736	13.1515715588373	13.2855178147952	10.9512163358006	12.0976109677016	11.3602001221751	12.2160199855866	tr|A0A0D9RA59|A0A0D9RA59_CHLSB	tr|A0A0D9RA59|A0A0D9RA59_CHLSB
			5	5	1	18	18	4.4	36.283	0	32.162	5846100	6	5	5	1	NaN	1	0	1	2	2	3	1	0	1	1	0	1	2	2	3	1	0	1	1	0	0	1	1	1	0	0	0	0	316	316	0	235870	1209700	215530	3228500	901510	0	32012	22927	11.0909275028636	11.0529960025988	13.0442062562107	14.2788849888022	12.5550204445399	14.0819826693257	12.3483305746638	15.4220319055799	14.8205778826558	tr|A0A0D9RAA2|A0A0D9RAA2_CHLSB	tr|A0A0D9RAA2|A0A0D9RAA2_CHLSB
			3	3	3	9.9	9.9	9.9	50.104	0	17.915	2328400	4	3	3	3	NaN	1	0	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	456	456	0	0	1154100	144360	394950	634910	0	0	0	11.6674253030711	9.47394237742906	12.8401681498979	12.1927243253713	9.41619336974117	12.535639892993	13.2017504769912	13.6289395379963	12.9810443286436	tr|A0A0D9RAC2|A0A0D9RAC2_CHLSB	tr|A0A0D9RAC2|A0A0D9RAC2_CHLSB
			15	15	15	25	25	25	96.063	0	134.97	18187000	18	15	15	15	NaN	1	0	1	1	3	14	1	0	0	0	0	1	1	3	14	1	0	0	0	0	1	1	3	14	1	0	0	0	868	868	0	157430	1177000	488180	15341000	1023300	0	0	0	11.7176980312896	12.443202577297	13.2982057987979	13.2789140194999	16.6752127860304	11.3902928960153	12.1217783626997	12.6936139648791	12.3908086144859	tr|A0A0D9RAF7|A0A0D9RAF7_CHLSB	tr|A0A0D9RAF7|A0A0D9RAF7_CHLSB
			1	1	1	1	1	1	158.16	0.0025884	7.1466	488770	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1431	1431	0	0	0	0	488770	0	0	0	0	13.0875040570182	8.96878790057938	10.4606770417053	11.9575960930985	11.5678610330859	11.579614566406	12.489670966676	12.9024743454084	13.1716459626358	tr|A0A0D9RAG1|A0A0D9RAG1_CHLSB	tr|A0A0D9RAG1|A0A0D9RAG1_CHLSB
			14	14	13	31.5	31.5	29.6	47.127	0	278.74	877390000	107	NaN	NaN	NaN	NaN	2	7	8	11	11	11	13	1	1	2	7	8	11	11	11	13	1	1	2	7	7	10	10	10	12	1	1	2	426	NaN	2835600	30637000	232140000	58973000	298940000	253660000	91318	51309	59679	17.9632460657749	20.2270565123839	20.7034541478395	20.3475435157423	20.6378559815672	21.2346771207052	14.4411286218047	14.1041892111536	15.1163845770802	tr|A0A0D9RAH5|A0A0D9RAH5_CHLSB;tr|A0A0D9SD95|A0A0D9SD95_CHLSB	tr|A0A0D9RAH5|A0A0D9RAH5_CHLSB
			6	6	6	18.9	18.9	18.9	61.627	0	40.341	8154000	10	6	6	6	NaN	1	1	1	3	3	5	2	0	0	0	1	1	3	3	5	2	0	0	0	1	1	3	3	5	2	0	0	0	550	550	76548	46911	1285600	836370	5218100	690390	0	0	0	12.587261841155	13.5491830185622	14.237209960755	15.2859078827027	15.3483477924229	12.972154127312	12.4054692093425	11.4943343860684	12.5185018765571	tr|A0A0D9RAH6|A0A0D9RAH6_CHLSB	tr|A0A0D9RAH6|A0A0D9RAH6_CHLSB
			4	4	4	37.5	37.5	37.5	22.492	0	183.72	52965000	21	4	4	4	NaN	1	0	3	4	3	3	3	0	0	0	0	3	4	3	3	3	0	0	0	0	3	4	3	3	3	0	0	0	208	208	0	3459400	22500000	2746700	13699000	10560000	0	0	0	11.7405584536712	17.1992122284106	17.4023292723035	17.5591380556424	16.6728672764338	16.9351420237713	12.627258947164	12.5918519606355	11.4574736376267	tr|A0A0D9RAJ1|A0A0D9RAJ1_CHLSB	tr|A0A0D9RAJ1|A0A0D9RAJ1_CHLSB
			16	16	16	38.7	38.7	38.7	54.335	0	276.35	160610000	65	16	16	16	NaN	1	1	12	11	10	12	7	0	0	0	1	12	11	10	12	7	0	0	0	1	12	11	10	12	7	0	0	0	506	506	61221	7234500	41955000	4765400	93160000	13430000	0	0	0	13.6966415793923	18.1299872859562	18.1808318553854	18.0197644528497	18.2479460512439	17.343428643062	13.5572619497096	12.1861048712685	12.9890832048938	tr|A0A0D9RAJ5|A0A0D9RAJ5_CHLSB	tr|A0A0D9RAJ5|A0A0D9RAJ5_CHLSB
			7	7	7	23.7	23.7	23.7	30.506	0	75.423	66277000	27	NaN	NaN	NaN	NaN	2	2	5	6	5	3	5	0	4	1	2	5	6	5	3	5	0	4	1	2	5	6	5	3	5	0	4	1	266	NaN	1310300	6367400	29311000	3971900	13749000	11364000	0	167640	35764	16.8620561334695	17.4376220470844	17.4609197828226	16.8705092130525	16.1329213912185	17.6747991495654	10.9822027452789	17.0100691048015	15.3957349420659	tr|A0A0D9RAL5|A0A0D9RAL5_CHLSB;tr|A0A0D9SD08|A0A0D9SD08_CHLSB	tr|A0A0D9RAL5|A0A0D9RAL5_CHLSB
			14	14	14	34.3	34.3	34.3	56.779	0	100.38	31901000	27	14	14	14	NaN	1	1	2	4	5	12	7	1	2	5	1	2	4	5	12	7	1	2	5	1	2	4	5	12	7	1	2	5	505	505	22383	117360	217080	1063000	22384000	7862100	11588	62022	161070	14.7644051268507	14.6928334150008	14.9738318728744	15.5541691236854	16.5857987819063	16.085970312194	14.6804694138318	16.9802511679274	17.496229639355	tr|A0A0D9RAM8|A0A0D9RAM8_CHLSB	tr|A0A0D9RAM8|A0A0D9RAM8_CHLSB
			5	5	5	24.9	24.9	24.9	31.982	0	82.513	21190000	16	5	5	5	NaN	1	0	4	5	4	4	4	0	0	0	0	4	5	4	4	4	0	0	0	0	4	5	4	4	4	0	0	0	281	281	0	1210900	8640700	1601000	6590500	3146900	0	0	0	10.5133514232309	14.7375642447404	15.3713682766301	15.9217944577484	14.8658782289067	15.3565551340847	12.4952879414003	12.5843972017091	11.9120207110045	tr|A0A0D9RAN0|A0A0D9RAN0_CHLSB	tr|A0A0D9RAN0|A0A0D9RAN0_CHLSB
			2	2	2	2.4	2.4	2.4	126.32	0	14.438	3399000	3	NaN	NaN	NaN	NaN	2	0	1	0	1	2	1	0	0	0	0	1	0	1	2	1	0	0	0	0	1	0	1	2	1	0	0	0	1151	NaN	0	160670	0	103690	2700100	434540	0	0	0	12.7378474906474	12.7526315282231	9.61046142226789	12.3367854762038	13.1425697945465	12.6983139924779	11.3568227222216	11.9122700865777	12.4859480392727	tr|A0A0D9RAP7|A0A0D9RAP7_CHLSB;tr|A0A0D9RLU5|A0A0D9RLU5_CHLSB	tr|A0A0D9RAP7|A0A0D9RAP7_CHLSB;tr|A0A0D9RLU5|A0A0D9RLU5_CHLSB
			5	5	5	11.3	11.3	11.3	88.829	0	37.939	12995000	7	5	5	5	NaN	1	0	0	2	1	4	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	2	1	4	0	0	0	0	793	793	0	0	7721100	127240	5146600	0	0	0	0	10.7397017453927	11.6224197857036	15.4358330106734	15.3952998257604	14.3910421566613	11.3306015703091	12.5561652535454	12.01601551609	12.7701941753287	tr|A0A0D9RAT5|A0A0D9RAT5_CHLSB	tr|A0A0D9RAT5|A0A0D9RAT5_CHLSB
			3	3	3	10.8	10.8	10.8	54.668	0	44.968	5263900	7	3	3	3	NaN	1	0	1	3	1	2	1	1	1	1	0	1	3	1	2	1	1	1	1	0	1	3	1	2	1	1	1	1	510	510	0	214280	540200	334940	2165700	1764900	46280	59300	138280	12.0588841622294	12.3358648473938	12.6536064433053	13.9002064276987	12.1794426261296	13.8881724496659	14.6814031437369	15.0287262615962	15.8429641047249	tr|A0A0D9RAY1|A0A0D9RAY1_CHLSB	tr|A0A0D9RAY1|A0A0D9RAY1_CHLSB
			1	1	1	1.9	1.9	1.9	85.414	0.0026667	7.6416	0	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	748	748	0	0	0	0	0	0	0	0	0	11.3340481781235	9.06569323815943	9.35827539820935	10.4783737705537	9.86837622463311	9.14064715603779	11.5142298532415	12.3901290572686	11.6074221604236	tr|A0A0D9RB19|A0A0D9RB19_CHLSB	tr|A0A0D9RB19|A0A0D9RB19_CHLSB
			8	8	6	23.5	23.5	20.5	42.921	0	118.36	73255000	27	8	8	6	NaN	1	1	4	6	4	7	7	0	0	0	1	4	6	4	7	7	0	0	0	0	3	4	2	5	6	0	0	0	375	375	27720	988700	8029000	3404700	37294000	23511000	0	0	0	15.7240608081514	15.8303171298102	16.1628436736555	16.8729153094089	17.2547887402045	17.429553854383	11.6979185091221	11.2105201388102	12.6900889590852	tr|A0A0D9RB24|A0A0D9RB24_CHLSB	tr|A0A0D9RB24|A0A0D9RB24_CHLSB
			10	10	7	14.2	14.2	9.8	102.45	0	77.219	20866000	24	NaN	NaN	NaN	NaN	2	0	4	8	3	10	3	0	0	0	0	4	8	3	10	3	0	0	0	0	3	5	1	7	2	0	0	0	904	NaN	0	1078400	2868800	930560	14896000	1091900	0	0	0	11.3728559316326	16.6315465511704	17.3611898892284	16.3676536334672	16.3577581677224	15.4911328213776	12.049458520924	11.9242517067121	11.6724130452073	tr|A0A0D9RB41|A0A0D9RB41_CHLSB;tr|A0A0D9S7T2|A0A0D9S7T2_CHLSB	tr|A0A0D9RB41|A0A0D9RB41_CHLSB
			22	3	1	67.3	7.9	3.6	49.585	0	46.877	5856600	4	22	3	1	NaN	1	8	14	19	15	21	17	6	8	8	0	0	2	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	444	444	0	0	1432000	0	3549500	875020	0	0	0	10.2572332362083	10.4113614212766	13.3734089602287	11.5767635377454	13.7206717868256	14.1221809012598	13.8153904979261	12.626167657796	11.7160595068508	tr|A0A0D9RB46|A0A0D9RB46_CHLSB	tr|A0A0D9RB46|A0A0D9RB46_CHLSB
			1	1	1	1.6	1.6	1.6	68.182	0.0026978	8.0213	2050000	1	1	1	1	NaN	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	624	624	0	0	2050000	0	0	0	0	0	0	11.5963916707608	10.9171913917638	13.6688849842662	11.0735122295883	9.19545453948031	12.64949704333	12.4908157947601	11.5293877565149	12.2775605897836	tr|A0A0D9RB55|A0A0D9RB55_CHLSB	tr|A0A0D9RB55|A0A0D9RB55_CHLSB
			46	46	42	78.2	78.2	73.6	76.65	0	323.31	1587800000	582	46	46	42	NaN	1	17	33	38	37	43	27	2	1	3	17	33	38	37	43	27	2	1	3	15	31	34	33	40	25	2	1	3	747	747	38983000	146820000	273300000	147610000	742760000	238120000	77483	69825	86611	21.9114475812804	23.1882320538677	23.4207261182832	22.9931028576416	23.0181145836433	22.0645401662034	15.4404798988112	14.5551283225844	15.6250238568804	tr|A0A0D9RB84|A0A0D9RB84_CHLSB	tr|A0A0D9RB84|A0A0D9RB84_CHLSB
+			1	1	1	2.7	2.7	2.7	69.089	1	-2	50200000	3	1	1	1	NaN	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	590	590	0	0	21313000	2106500	12830000	13951000	0	0	0	10.5315333741264	10.2011068231092	16.1163033442513	16.0039570485808	15.5807590892484	16.7485859723607	11.6995678283163	12.7444736252269	13.4362947723219	tr|A0A0D9RB86|A0A0D9RB86_CHLSB	tr|A0A0D9RB86|A0A0D9RB86_CHLSB
			11	11	11	44.2	44.2	44.2	32.561	0	230.71	242190000	68	NaN	NaN	NaN	NaN	5	2	7	7	5	8	7	0	0	0	2	7	7	5	8	7	0	0	0	2	7	7	5	8	7	0	0	0	294	NaN	1420500	8422600	106930000	9528600	72703000	43186000	0	0	0	18.1876613657391	17.2335073362895	18.9485497472457	17.9315685693242	18.1325499338998	18.4925964813184	12.5960526724224	11.8013360566284	13.6735893603193	tr|A0A0D9RBD8|A0A0D9RBD8_CHLSB;tr|A0A0D9R3T6|A0A0D9R3T6_CHLSB;tr|A0A0D9RD32|A0A0D9RD32_CHLSB;tr|A0A0D9RQ13|A0A0D9RQ13_CHLSB;tr|A0A0D9RWS4|A0A0D9RWS4_CHLSB	tr|A0A0D9RBD8|A0A0D9RBD8_CHLSB
			11	11	11	6.2	6.2	6.2	243.15	0	68.899	9891100	20	11	11	11	NaN	1	2	4	5	6	10	7	0	0	0	2	4	5	6	10	7	0	0	0	2	4	5	6	10	7	0	0	0	2225	2225	53866	115050	379650	1130200	6471400	1740900	0	0	0	16.473309385225	16.1860561900218	16.5864586616419	17.4362398047099	17.2763061850314	17.3641004480623	12.1367398178989	12.7316301824769	11.4736789799097	tr|A0A0D9RBE4|A0A0D9RBE4_CHLSB	tr|A0A0D9RBE4|A0A0D9RBE4_CHLSB
			2	2	2	5.5	5.5	5.5	50.222	0	12.243	2540300	4	2	2	2	NaN	1	0	2	1	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	457	457	0	477910	1475300	0	0	587050	0	0	0	11.2561096857552	13.288289342181	13.4605838799017	9.77918090564088	10.1479826014917	12.8348265443903	11.5970974812013	12.4245638040745	13.6391488465032	tr|A0A0D9RBH6|A0A0D9RBH6_CHLSB	tr|A0A0D9RBH6|A0A0D9RBH6_CHLSB
			2	2	2	2.3	2.3	2.3	134.22	0	14.366	1240100	6	2	2	2	NaN	1	0	0	1	1	2	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	1	2	1	0	0	0	1233	1233	0	0	98838	278120	733750	129370	0	0	0	11.979899641162	10.2108242207925	10.6803595235137	15.2546226809597	14.0504438785648	14.008603695797	12.3427958553198	13.2081533794282	13.3312738741161	tr|A0A0D9RBI6|A0A0D9RBI6_CHLSB	tr|A0A0D9RBI6|A0A0D9RBI6_CHLSB
			3	3	3	2	2	2	182.61	0	17.437	896390	3	3	3	3	NaN	1	0	1	1	0	3	1	0	0	0	0	1	1	0	3	1	0	0	0	0	1	1	0	3	1	0	0	0	1621	1621	0	51468	101390	0	714390	29145	0	0	0	10.7671407749577	13.7443082846757	14.0026392379595	10.6036879553091	13.3510772583079	12.7329093619312	12.8309875098875	12.589523202958	11.9900673486882	tr|A0A0D9RBI7|A0A0D9RBI7_CHLSB	tr|A0A0D9RBI7|A0A0D9RBI7_CHLSB
			3	3	3	8.4	8.4	8.4	61.483	0	16.337	411970	3	3	3	3	NaN	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	558	558	0	138380	228940	0	0	0	0	44651	0	11.162317692418	12.8960485298971	10.4632178190948	10.7940842708106	10.3900484289661	10.6253065104385	11.6324067415885	14.2335447840849	12.6581536559104	tr|A0A0D9RBJ0|A0A0D9RBJ0_CHLSB	tr|A0A0D9RBJ0|A0A0D9RBJ0_CHLSB
			1	1	1	4.4	4.4	4.4	24.146	0.0026132	7.2427	5970900	7	1	1	1	NaN	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	204	204	0	994480	2718400	406420	466580	1252200	64791	68071	0	10.8677208387646	16.3393802991393	16.204169915317	13.734074491428	15.6215368062479	13.5635538026901	16.2566694103348	16.9175352499493	12.9317898110568	tr|A0A0D9RBM0|A0A0D9RBM0_CHLSB	tr|A0A0D9RBM0|A0A0D9RBM0_CHLSB
			3	2	2	8.6	5.8	5.8	36.274	0	14.358	7789300	5	3	2	2	NaN	1	0	3	3	1	2	1	0	0	0	0	2	2	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	325	325	0	39357	4211800	0	3538100	0	0	0	0	11.4584288305151	13.9940882111865	14.4260026133294	12.5394422013822	14.3545937581054	9.48761897073869	12.7225507256842	12.2719022405839	12.5081592365938	tr|A0A0D9RBP2|A0A0D9RBP2_CHLSB	tr|A0A0D9RBP2|A0A0D9RBP2_CHLSB
			8	8	8	8.8	8.8	8.8	107.71	0	68.64	7018500	11	8	8	8	NaN	1	0	0	2	2	8	1	0	0	0	0	0	2	2	8	1	0	0	0	0	0	2	2	8	1	0	0	0	1010	1010	0	0	660510	100540	5393500	864030	0	0	0	12.217163445708	9.71985322319764	14.1284777168733	14.2228703556565	15.3683359362258	13.8583695998547	12.1671175725017	11.5223795769312	12.475593354832	tr|A0A0D9RBR7|A0A0D9RBR7_CHLSB	tr|A0A0D9RBR7|A0A0D9RBR7_CHLSB
			4	4	4	16.5	16.5	16.5	39.419	0	63.738	78568000	46	4	4	4	NaN	1	2	3	4	3	4	2	0	0	0	2	3	4	3	4	2	0	0	0	2	3	4	3	4	2	0	0	0	382	382	443560	10754000	17169000	2930400	40038000	7233800	0	0	0	17.9011261604104	18.6092797555849	19.1125820424413	16.517654011442	18.4460090081043	16.3915960291076	11.6933661414053	13.0517649225311	11.5165829620367	tr|A0A0D9RBS5|A0A0D9RBS5_CHLSB	tr|A0A0D9RBS5|A0A0D9RBS5_CHLSB
			2	2	2	21.9	21.9	21.9	19.386	0	15.563	3101700	2	2	2	2	NaN	1	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	178	178	0	98017	3003700	0	0	0	0	0	0	12.8196432596527	12.0262467726482	14.0939951870277	9.86428891719278	9.14475005300412	10.6607188814317	12.6656987967285	13.3513541720497	13.2395044746671	tr|A0A0D9RBS8|A0A0D9RBS8_CHLSB	tr|A0A0D9RBS8|A0A0D9RBS8_CHLSB
			2	2	2	9.7	9.7	9.7	44	0.0019589	11.894	979020	2	2	2	2	NaN	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	404	404	0	94332	884690	0	0	0	0	0	0	13.0940150115961	11.27461110901	12.4565854331833	10.6428278122625	11.3630786037454	10.5274599965737	12.5261487580507	12.5289132446121	12.8062393856821	tr|A0A0D9RBU2|A0A0D9RBU2_CHLSB	tr|A0A0D9RBU2|A0A0D9RBU2_CHLSB
			4	4	4	13.8	13.8	13.8	45.253	0	73.112	6646800	11	4	4	4	NaN	1	1	2	3	1	1	3	0	0	0	1	2	3	1	1	3	0	0	0	1	2	3	1	1	3	0	0	0	399	399	90455	738560	2459800	263320	977700	2117000	0	0	0	13.8101699376647	13.6562013801946	13.3097605447296	13.4949805526615	12.6607758781826	14.9532870678781	12.9032592955868	12.8215857857869	11.4937217763146	tr|A0A0D9RBU9|A0A0D9RBU9_CHLSB	tr|A0A0D9RBU9|A0A0D9RBU9_CHLSB
+			1	1	1	1.4	1.4	1.4	62.911	1	-2	280170000	8	1	1	1	NaN	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	561	561	29977000	115970	231650000	15698000	0	2535800	0	123800	67387	21.8690259618824	11.3543595912605	20.6106319864842	16.8930881828148	11.2659561769455	14.9609521899511	12.7457007167053	14.0686103567793	13.895291259338	tr|A0A0D9RBW7|A0A0D9RBW7_CHLSB	tr|A0A0D9RBW7|A0A0D9RBW7_CHLSB
			3	3	3	15.8	15.8	15.8	33.147	0	20.28	9324200	5	3	3	3	NaN	1	0	1	3	2	1	2	0	0	0	0	1	3	2	1	2	0	0	0	0	1	3	2	1	2	0	0	0	298	298	0	207690	5691100	245010	1103100	2077300	0	0	0	11.4645708646421	13.6370776571437	13.9521952199141	13.188820622564	13.8733479809117	14.3732730044221	12.1650277082093	12.3606870686601	11.6972836931357	tr|A0A0D9RBZ5|A0A0D9RBZ5_CHLSB	tr|A0A0D9RBZ5|A0A0D9RBZ5_CHLSB
			3	3	3	6.1	6.1	6.1	80.274	0	24.57	3526000	4	3	3	3	NaN	1	0	0	0	3	3	0	0	0	1	0	0	0	3	3	0	0	0	1	0	0	0	3	3	0	0	0	1	704	704	0	0	0	555630	2959800	0	0	0	10538	12.2057311628037	11.8519056115567	11.1175559282278	14.2646625064904	13.2323459722447	8.43267184172577	13.8231888623912	11.9526209116321	14.2028890575199	tr|A0A0D9RC11|A0A0D9RC11_CHLSB	tr|A0A0D9RC11|A0A0D9RC11_CHLSB
			5	5	5	6.6	6.6	6.6	106.88	0	33.747	4899000	8	5	5	5	NaN	1	0	0	1	4	5	0	0	0	0	0	0	1	4	5	0	0	0	0	0	0	1	4	5	0	0	0	0	961	961	0	0	28673	1556600	3313700	0	0	0	0	11.7834807614473	10.9452090162314	13.946997627633	15.9058805434371	14.5747708969718	11.6638269039716	12.5562423236654	14.3343576671274	12.057031751759	tr|A0A0D9RC15|A0A0D9RC15_CHLSB	tr|A0A0D9RC15|A0A0D9RC15_CHLSB
			1	1	1	4.9	4.9	4.9	36.805	0.0026247	7.3157	1805900	3	1	1	1	NaN	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	327	327	0	0	0	100110	956240	749550	0	0	0	12.014444205742	9.70136449552718	9.45580987789698	11.8581753105755	12.1305383881594	12.7751369859916	12.6411635854623	10.9544189655085	10.6376324602069	tr|A0A0D9RC20|A0A0D9RC20_CHLSB	tr|A0A0D9RC20|A0A0D9RC20_CHLSB
			2	1	1	3.7	2.1	2.1	69.506	0.0064988	6.63	455640	1	2	1	1	NaN	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	617	617	0	0	0	0	455640	0	0	0	0	12.2834510181145	10.2472219073121	10.2757405135039	11.503797791698	11.4665863377192	9.88545066125826	13.2330148503117	13.1407717731627	12.3234757048539	tr|A0A0D9RC21|A0A0D9RC21_CHLSB	tr|A0A0D9RC21|A0A0D9RC21_CHLSB
			3	3	3	5.9	5.9	5.9	72.288	0	23.827	4145300	3	3	3	3	NaN	1	0	0	1	0	3	1	0	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0	3	1	0	0	0	626	626	0	0	42403	0	3903700	199220	0	0	0	10.6585017960197	11.2953085902521	12.8150830366899	11.3513374120075	14.8664096171982	11.7706226016836	11.5547660713925	11.7181713401447	12.2708656246532	tr|A0A0D9RC48|A0A0D9RC48_CHLSB	tr|A0A0D9RC48|A0A0D9RC48_CHLSB
			28	28	17	34.6	34.6	20.2	102.74	0	323.31	238210000	134	28	28	17	NaN	1	12	19	19	19	24	10	0	0	0	12	19	19	19	24	10	0	0	0	8	12	13	11	14	8	0	0	0	916	916	8368800	28174000	26777000	28460000	137190000	9241900	0	0	0	20.4081057951419	20.562346782067	19.8589341045976	20.7431218023577	19.6805964640787	18.0630790357856	12.7217384588161	14.186124602203	12.8071298855234	tr|A0A0D9RC52|A0A0D9RC52_CHLSB	tr|A0A0D9RC52|A0A0D9RC52_CHLSB
			26	15	15	37.3	23.7	23.7	107.47	0	115.96	37765000	33	26	15	15	NaN	1	6	12	12	16	25	4	0	0	0	2	5	6	8	15	2	0	0	0	2	5	6	8	15	2	0	0	0	953	953	120320	3153500	2220400	4642600	27088000	539930	0	0	0	16.9898157861788	17.5417016457802	17.1615255779085	17.5651764728448	18.3475002623569	14.3505939318162	12.3967059624877	13.5838300951902	13.0315931387911	tr|A0A0D9RC61|A0A0D9RC61_CHLSB	tr|A0A0D9RC61|A0A0D9RC61_CHLSB
			1	1	1	1.8	1.8	1.8	104.18	0	19.939	1560700	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	923	923	0	0	0	0	1560700	0	0	0	0	9.95344461101805	9.79703886368828	10.5053732129247	11.5377136393301	13.2428168365369	9.56246240107131	13.1072416711828	12.5991094703901	12.2742284611433	tr|A0A0D9RC70|A0A0D9RC70_CHLSB	tr|A0A0D9RC70|A0A0D9RC70_CHLSB
			7	7	7	35	35	35	24.831	0	81.125	27618000	18	NaN	NaN	NaN	NaN	2	1	3	4	3	3	7	0	1	0	1	3	4	3	3	7	0	1	0	1	3	4	3	3	7	0	1	0	217	NaN	18868	798820	10034000	566500	3748800	12407000	0	44751	0	15.7764073285555	14.6221090317991	15.8733239470099	14.4486970875329	13.9649725403771	16.4045096137451	13.0081060924163	14.5614669580954	13.2832408954391	tr|A0A0D9RC78|A0A0D9RC78_CHLSB;tr|A0A0D9SDL3|A0A0D9SDL3_CHLSB	tr|A0A0D9RC78|A0A0D9RC78_CHLSB;tr|A0A0D9SDL3|A0A0D9SDL3_CHLSB
